duc|3
urg|2
frig|2
dura|1
horr|1
di-|7
as-|3
-ian|5
stato-|1
laz|1
phos|1
caval|2
choano-|1
eigen-|1
mix|2
dexter|1
helio|1
rrhage|1
valu|1
orn|2
onycho-|1
emul|1
join|2
pluto|1
reg|3
chant|2
cupro|1
swer|1
cel|2
il-|5
nega-|1
-art|1
grand|2
search|1
-nik|1
cura|1
megalo|1
rhizo|1
auth|1
egor|1
flict|2
gin|1
male-|1
fortun|3
-acle|2
land|1
saf|1
xanth|1
creet|2
scent|1
men|2
polit|3
atto-|1
oleum|1
presby|1
arseno-|1
athl|1
div|1
nos|1
urin|1
wat|1
rad|3
val|3
histo-|1
flat|2
oesophago-|1
porno-|1
vesico-|1
taph|2
-petal|1
coll|1
hib|1
mas|1
nym|1
anim|2
taint|1
gamy|1
lap|1
cur|4
-ry|6
pluri-|1
esthes|1
hedron|1
hept-|1
pledg|1
propr|1
ric-|1
mut|2
-tropic|1
undeca-|2
y-|1
mach|1
mill|1
nitr|1
rit|1
cine-|1
mangano-|1
ardu|1
ev-|1
hemat|1
stom|1
glori|1
lith|2
magist|2
mono-|4
-stat|1
fisc|2
lude|1
rug|1
medi|3
hema|1
las|1
stak|1
volcan|1
hilar|2
trop|3
adeno-|1
stomato-|1
sponse|1
found|4
chrono-|1
labo|1
san|1
tip|1
fic|4
pall|2
vitelli-|1
franch|1
swif|1
calci-|1
Gallo-|1
-ition|3
count|2
met-|1
o-|1
stitu|1
-lysis|1
el-|1
etho|1
stroph|1
bathy-|1
brac|1
past|3
stem|1
niv|1
tep|1
-iasis|1
asco-|1
xylo-|1
ort|2
cede|1
vulg|2
-gon|1
prag|1
muco-|1
boist|1
simpl|1
fur|2
glut|1
quadru-|2
civi|1
hydro|1
kinemat|1
mell|1
mount|2
stress|2
monstr|2
odont|1
cret|6
thes|2
un-|5
-ida|1
quinti-|2
aus|1
calor|1
mega-|3
-let|3
cyc|1
shor|1
ac|2
e-|5
prav|1
fabl|1
ming|1
-tious|1
-ulous|1
turg|2
-therm|1
pap|1
celer|2
sinistro-|1
cumbr|1
-nomy|2
nona-|2
-style|2
calcul|1
integr|2
sumpt|3
surg|2
hous|1
-pulse|1
adreno-|1
-faction|3
necro-|1
form|3
-sy|1
hom-|1
wid|1
it|3
vert|3
-odontics|1
meter|2
bey|1
certi|1
chir|1
foli|2
lect|4
struct|3
-est|3
aer|1
api|1
somno|1
phas|2
plus|2
-tic|3
macro-|4
band|1
ef-|4
tut|2
karyo-|1
ptero-|1
chapt|1
insul|2
bromo-|1
extr-|1
pop|1
ras|2
entomo-|1
sag|2
sym-|3
spectr|1
sume|1
-ness|4
over-|6
ting|3
bow|1
strea|1
Hispano-|1
ceas|1
laps|1
shov|1
stim|1
grat|3
impet|1
-itious|4
-plasm|2
retino-|1
-uncle|1
bla|1
hibern|1
labour|1
pilf|1
chas|1
pher|1
tinct|2
prime|1
skep|1
tauto|1
fract|2
her|2
tast|1
amic|1
leng|1
shav|1
sarco-|1
bor|1
-cian|1
esc|1
rig|2
trem|2
triev|1
imper|3
path|3
stig|2
seismo-|1
thrombo-|1
harv|1
licen|1
sumptu|1
gest|3
nov|2
chaeto-|1
mong|1
sto|1
dors|2
ed|2
nau|2
rept|1
-tome|1
quin-|1
plo|2
lang|1
tic|1
dis-|5
sn|1
-ptera|1
tubo-|1
tack|1
nuncil|1
qua|1
smok|1
plac|2
paleo-|1
pale|1
radic|2
hecto-|3
haught|1
ide|1
juv|1
nutri|1
-gony|1
-ped|1
cem|1
negat|1
acid|1
sphero-|1
un|2
bul|1
geth|1
gos|1
-ific|1
scend|2
rhino-|1
regn|1
-a|5
-dom|4
lig|4
oxy-|2
pterido-|1
latis|1
-on|5
pico-|1
coct|1
contra-|4
galax|1
neigh|1
soci|2
rhiz-|1
scrap|1
pecc|2
tail|2
foll|1
sine-|1
curs|3
prot-|2
acaro-|1
holo-|3
metro-|4
levo|1
neut|1
felic|2
brack|1
cour|3
flig|1
temporo-|1
ste|1
dactylo-|1
dehydro-|1
stanno-|1
salt|1
pock|1
super-|5
actino-|1
macr|1
hom|3
hygro-|2
gigant|2
stylo|1
non-|4
with-|3
giga|1
haemat|1
obed|1
poe|1
roga|1
cant|3
-ure|4
vort|1
fus|3
hod|2
riv|2
serv|4
vis|2
-orama|1
capt|3
flag|1
matri|1
thum|1
dem|2
lit|1
opin|2
-logical|2
nocti-|1
bond|1
-ant|6
liqu|3
trans-|5
hylo-|1
poss|2
emper|2
oligo|1
pud|2
red-|2
diplo-|1
-smith|1
fe|1
rav|2
entero-|1
myria-|1
machin|2
mal|2
Anglo-|1
allo|1
copi|1
femto|1
nupt|1
strid|1
-graphy|2
piezo-|1
cmul|1
crystall|1
nomen|1
omphal|1
tamin|1
sanguin|2
techn|2
femto-|1
n-|2
bil|1
cow|1
guar|1
maha|1
ambul|2
ep-|2
-culture|1
grac|3
mne|1
fascio-|1
poro-|1
sidero-|1
legis|2
angu|1
aristo|1
agog|2
-dactyly|1
syndesmo-|1
chans|2
str|1
metr|4
arterio-|1
quiet|2
tap|1
a-|6
prol|2
stas|2
pat|2
place|1
cu|1
cuis|1
pla|1
the|2
ombro-|2
schizo-|1
bryo|1
und|2
nudi-|1
irr|1
leg|5
purg|2
tetano-|1
coast|1
clen|1
del|1
-aire|3
own|1
spirat|1
in-|8
plas|2
ros|2
fibrino-|1
sip|1
pover|2
thermo-|1
quis|2
glac|1
onom|1
overt|1
-ide|2
phlebo-|1
recti-|1
angl|1
cyte|1
xylo|1
angio-|1
pygo-|1
roma|1
fy|1
mil|1
ophio|1
penn|1
selen|1
ambi-|3
null|2
ple|4
-ana|1
chili-|2
turbo-|1
ur-|1
pans|2
sing|1
clemenc|1
phon|3
-aceae|2
visuo-|1
cite|2
piec|1
fin|3
cross-|1
-derma|1
camb|1
pedi|1
sito|1
figur|2
musculo-|1
bever|1
curv|1
sev|1
vour|1
tot|2
dacryo-|1
risi|1
aqua-|1
aeg|1
hypno|1
lubr|1
num|1
sens|2
-ship|4
cla|1
tem|1
thusi|1
-ase|1
myrmeco-|1
-ode|2
pater|1
-wick|1
flu|3
pass|4
-een|2
albumo|1
cruis|2
draft|1
orbit|1
rostr|1
stereo|1
-eur|4
acrylo-|1
papillo-|1
hast|1
hend|1
ph|1
ego|2
fict|2
glomerat|1
tir|2
umb|1
-an|3
pent|2
-ie|2
asthm|1
bibli|1
-itous|1
preci|3
up-|2
tra|1
bi|1
chloro|1
dog|1
ot|1
crypt|1
mal-|3
cep|2
hydra|1
concil|1
op|2
cher|1
sug-|1
frater|1
rheo|1
joc|2
-ty|5
bit|1
pus|1
stagn|1
abol|2
pen|2
spat|1
acro-|2
fens|2
dogma|1
-fication|3
indo-|1
-berg|1
gluteo-|1
jur|3
peri-|4
nu|1
triv|1
matri-|1
isol|1
spl|1
lipo-|1
stego-|1
aestiv|1
atm|1
sli|1
solu|2
aux|1
ichthy|1
-therapy|1
exig|1
st|2
weigh|1
sicc|1
trai|1
robor|2
iso-|3
poikilo-|1
odyn|1
-ther|1
lips|2
locut|3
placo-|1
arthr|2
-ute|1
-decker|1
neutro-|1
fed|1
memb|1
fulg|2
hum|3
-agra|1
patri-|1
ply|3
oxia|1
pept|1
pr-|1
cis|2
enantio-|1
ischio-|1
lign|1
mord|1
oll|1
polic|2
idio|1
muni|1
chron|2
-polis|1
nepot|1
phant|1
capit|3
quest|3
vid|2
falc-|1
-kin|3
-ism|12
os|1
parti|1
arch|4
hepato-|1
-our|2
all|2
celib|1
stern|1
corp|2
-esce|3
ex-|7
cteno-|1
tel|1
journ|3
ganglio-|1
amb-|2
milli-|3
brace|1
cam|1
veal|1
cru|1
kines|1
syl-|1
tremb|1
intellig|1
-acious|4
hing|1
chrom|2
dextr|2
man|5
-acusis|1
tauto-|1
sti|2
-ress|3
gas|1
pond|1
me|2
pred|2
peat|2
may|1
panto-|1
spond|2
aph|1
bard|1
sig|1
snor|1
myelo-|1
pyloro-|1
ultra-|4
crep|2
tribu|1
cay|1
lop|1
ne-|1
noo-|1
psycho-|1
rac|1
fig|2
liber|2
flux|2
of-|1
vesic|1
pecuni|1
prop|2
rar|3
volunt|2
-phoresis|1
pl|1
rust|1
wir|1
clar|3
decor|1
ceto-|1
-gnomy|1
vitro-|1
-vore|1
myc|1
merit|2
piqu|1
rect|3
tri-|4
-cyte|1
stibo-|1
pay|2
-ier|4
-ploid|1
podo-|1
doc|3
febri-|1
-idium|1
sulpha-|1
cryo|1
herb|1
alt|2
ure-|1
dang|1
fun|1
proter-|1
sla|1
-lect|1
cintamin|1
orna|1
poster|1
vet|1
-tonia|1
gr|1
quadr-|1
glosso-|1
mammo-|1
albo|1
frang|1
can|2
arachno-|1
haplo-|1
-plasma|1
anthropo-|1
strati-|1
wis|1
patho-|1
-phagy|1
-aneity|2
cro|1
culin|1
nex|3
blasto-|1
atp|1
chival|1
moni|1
punc|1
-wards|1
mania|2
baro|1
waiv|1
mak|1
thef|1
austr|1
-meal|1
sub-|5
-lite|1
meningo-|1
finit|1
-itude|3
pugn|2
-yne|1
-fold|3
-gonium|1
radio-|3
-ture|3
fl|1
quart|1
ir-|4
memor|3
mens|3
noci-|1
nor-|1
phet|1
fals|1
nect|3
semei|1
-androus|1
crus|2
febri|1
hones|1
orama|1
luv|2
cephalo-|1
just|1
kinet|1
pecu|1
thir|1
phaeo-|1
frequen|1
fi|2
xero|1
situ|1
chor|1
diabol|1
-nd|1
cap|4
nat|3
pleo-|1
cris|2
adjut|1
die|1
dia-|4
migr|3
scrib|3
eco-|1
feel|1
curt|1
nonadeca-|1
patch|1
ar-|3
-ess|3
oto-|1
-trophic|1
fruct|1
plur|1
organo-|1
hang|1
creas|1
pto|1
jet|3
eem|1
mech|1
indic|1
sper|2
dictyo-|1
cub|1
mall|1
haust|2
wif|1
-ly|5
sup-|3
scapho-|1
metro|1
bron|1
caut|3
fili|2
opto-|1
-ery|5
intro-|4
-ellum|1
luteo-|1
rachi-|1
genu|1
imit|3
osmo-|1
amen|1
har|1
-ibly|1
recti|1
blepharo-|1
sculpt|1
intel-|1
-athon|1
archa|2
clos|2
agri|1
hop|1
nour|1
hort|2
-ish|9
post-|5
-meter|1
parieto-|1
locu|1
styl|1
pachy-|1
fud|1
sphere|1
-ory|7
person|2
stin|2
cyt|1
lapil|1
-opia|1
velop|2
-esque|3
sterno-|1
mnes|2
remedi|1
stereo-|3
wan|2
-sterone|1
-en|10
Germano-|1
splend|2
penta-|3
auster|1
pachy|1
zyg|1
-and|3
semio-|1
heal|1
schiz|1
temn|1
vin|2
trocho-|1
potam|1
ankylo-|1
physo-|1
scapulo-|1
optim|2
andro|1
dorm|1
fri|1
alg|2
anxi|2
osteo-|1
brad|1
hus|1
segn|1
sull|1
-agogue|1
citr|1
anthraco-|1
-mycin|1
cord|2
-fer|1
sati|1
liter|3
-ics|3
reticulo-|1
heav|1
demo-|1
postero-|1
sacro-|1
graph|3
oxy|3
-i|2
bar|3
gister|1
mea|1
nunci|1
wr|1
hor|3
sauc|1
dracon|1
lud|2
-pagus|1
freeze|1
host|2
aero|1
teg|3
ode|1
feit|2
oram|2
afore-|1
icono-|1
ge-|1
gret|1
empt|2
luxur|1
vac|3
lepto-|1
hono|1
chand|1
regul|1
dic|3
docu-|1
derma|1
stead|1
viv|3
tricho-|1
allel|1
bathy|1
end|1
faith|1
gon|1
olfact|1
rhe|1
dino-|1
-plegia|1
-plex|1
dynam|1
pter|1
sul|1
ject|2
los|1
obsol|1
vult|1
mis-|5
sal|4
somato-|1
-spore|1
viscero-|1
vain|1
priz|2
plod|2
sua|1
viru|1
sem|2
oo|1
fend|3
ordin|2
lec|1
bon|1
zetta-|1
bin-|1
dai|1
econom|1
juxta-|3
lide|1
spars|1
kine|2
balo|1
chemico|1
sl|1
stam|1
ut-|1
midi-|1
semi-|3
lingu|2
arist-|1
griev|1
rrhea|1
hor-|1
order|2
-ite|8
Italo-|1
-phore|1
scoto-|1
weav|1
whi|1
taxo-|1
fiv|1
es|1
acousto-|1
jacul|1
andro-|1
cryo-|1
vini-|1
-ety|2
demo|1
demn|3
urino-|1
gemm|1
mult-|1
vicin|1
colpo-|1
bod|1
ebri|1
hyeto-|1
mascul|1
-idine|1
princip|1
bri|1
epi-|4
mend|3
-ectomy|1
myo-|1
argu|1
caul|1
glomer|1
-ard|3
fluvio-|1
celebr|2
feder|2
d-|1
dextro|1
emet|1
vad|2
xeno|1
febr|2
ichthyo-|1
etymo|1
gain|1
quarant|1
wint|1
-ate|9
at-|3
telo-|1
chrys|1
lab|1
specul|1
clot|1
chiro|1
cirr|1
doub|1
loos|1
shak|1
skept|2
eth-|1
tele|2
cust|1
plagi|1
aw|1
peps|1
tabl|2
croch|1
mant|1
plais|2
-facient|1
blaz|1
crepit|1
-scape|2
spheno-|1
gener|2
bur|1
hens|1
satur|2
aem|1
anci-|1
graf|1
strato|1
bacterio-|1
sino-|2
rub|2
derm|1
leth|1
nihil|2
-gynous|1
buf|1
phosph|1
quire|1
sublim|1
vex|1
vibro-|1
len|1
paht|1
corn|2
-penia|1
-ity|4
-archy|1
spi|2
gor|1
sc|1
ultim|2
creat|1
pom|1
mers|3
-like|2
cr|1
viro|1
ter-|2
aren|1
-is|1
amat|2
bys|1
ceipt|1
signi|1
civ|3
chemo-|1
-itol|1
osteo|1
reig|1
judic|2
ponder|1
ver|3
masto-|1
-phone|2
rhodo-|1
cog|1
sab|1
-odont|1
poli|1
-ptosis|1
seps|1
stu|1
mun|3
vir|2
cran|1
oss|1
tegr|1
turn|1
fiss|2
tempt|3
arbori-|1
term|2
fort|3
rud|3
-opsy|1
trep|1
ceit|2
-os|1
-asis|1
-gerous|1
mesio-|1
auct|1
mobil|1
pli|4
re|1
-tard|1
-efy|1
ophi|1
agr|2
plano-|1
-acea|2
cardio-|1
quie|1
rob|1
feal|1
cav|3
com-|5
meta-|4
-ac|1
naus|1
af-|3
brady-|1
cri|1
liv|1
orat|1
luct|2
mot|3
quiesc|1
mark|2
whe|1
seg|2
gluc|1
car|3
cor-|3
putr|2
quir|3
chloro-|1
let|1
laryng|1
proli|1
sak|1
pre-|4
quasi-|3
sous-|1
countrer-|1
gog|1
sinu|1
syn-|4
jubil|1
occipito-|1
aquil|1
chro|1
lut|2
ward|1
altr|1
hec|1
octav-|1
pur|1
-hood|3
myst|2
lex|2
sch|2
vict|2
aqu|1
bon-|1
furc|1
scler|1
dat|2
trito-|1
volve|1
an-|5
gent|3
pact|2
per-|6
priv|2
abdomino-|1
stitute|1
tend|3
vic|2
-biosis|1
spini-|1
archy|1
egot|1
fix|2
tort|3
-kinesis|1
tach|2
pens|2
lumbo-|1
-ical|2
sanit|1
splanchno-|1
fusc|1
ox|1
funct|2
erythro-|1
pag|1
proper|1
virg|1
min|4
nigri|1
paci|1
spleno-|1
lumb|1
cycl|3
miss|3
cre|3
nas|1
petit|1
-ual|1
apo-|4
neuro|1
orth|1
son|2
-eme|1
bund|1
soror|1
-ette|4
-i-|2
crypto-|1
day|1
merge|1
sleev|1
naut|2
entomo|1
fing|1
sangu|1
vuln|1
agon|2
-ese|2
borough|1
gladi|1
vow|1
-logist|2
-morph|1
arm|1
escal|1
maci|2
labio-|1
meso-|1
cyclo|1
wad|1
strict|3
phras|2
strang|2
-iency|1
mug|1
oscul|1
medl|2
embryo-|1
keto-|1
tera-|1
yt|1
eccles|1
pith|1
vey|2
hydro-|2
squamo-|1
-asm|1
-etta|1
gemin|1
lustr|2
ol|2
solv|3
-formes|1
ligno-|1
petro-|1
astr|2
dulc|1
junc|1
propiti|1
deci-|3
-ware|1
veget|1
sert|3
hemato|1
scens|1
nutr|2
sorb|1
grand-|1
pleb|1
con-|4
sesqui-|2
fabr|1
frug|1
thund|1
-esis|2
prem|2
volt|2
cac|1
pyro|1
mod|3
tus|2
hagio-|1
imido-|1
bak|1
coars|1
cric|1
hel|1
hydr|1
logu|1
maz|1
phobia|1
onto-|1
procto-|1
topo-|1
cast|2
carv|1
lacto|1
parl|3
caco-|2
-hedron|1
caric|1
therm-|1
naphtho-|1
naso-|1
silico-|1
cogit|1
fant|1
patri|1
scan|1
syst|1
possess|1
kinesio-|1
rhizo-|1
pelag|1
ac-|3
bat|2
-ene|3
quo|1
bacill-|1
-gnosis|1
apic|1
jan|1
sur-|6
-ically|1
-person|1
mud|1
ag-|3
ord|3
tedi|1
gam|1
toxi-|1
real|2
vulcan|1
crat|2
quisit|2
meno-|1
cinct|1
pict|3
tribo-|1
zygo-|1
colon|2
esthet|1
mucil|1
terg|1
uls|1
lax|3
terato-|1
spher|2
counter-|4
hippo-|1
mancy|1
asper|2
ess|3
log|3
chondro-|1
hygi|1
cess|3
preter-|2
octa-|2
duit|1
petr|1
trepid|2
vant|2
crystallo-|1
eas|1
muscul|1
whol|1
geist|1
mors|3
politic|1
somat|2
ult|2
pene-|1
retro-|4
tauro-|1
drama|1
somn|2
Christo-|1
tracheo-|1
kitch|1
wol|1
sacr|2
-teen|2
zymo-|1
low|1
pec|1
al-|2
major|1
-osmia|1
utop|1
athero-|1
centi-|2
-glossia|1
proso-|1
therio-|1
clandestin|1
fric|1
oint|2
-ola|1
maj|2
bu|1
-ete|1
-lence|1
luc|2
norm|3
am|3
plic|3
pol|3
sid|3
-itis|2
lun|1
lux|1
jac|2
sove-|1
calam|1
calend|1
judice|1
pal|1
nom|3
scop|2
summ|2
denti-|1
-ella|2
calori|1
-ass|1
close|1
bol|3
blan|1
tran|1
est|2
crue|1
-ities|1
paleo|1
spair|1
-ency|3
brachio-|1
-dox|1
phylo-|2
wor|1
eroto-|1
facio-|1
seri|1
pico|1
sim-|1
Russo-|1
-wise|4
cosmo|1
idol|2
pan|3
ger|3
dut|1
antiq|1
pris|2
-ium|2
-phrenia|1
tla|1
-uret|1
mater|3
anth|1
call|1
lip|1
ren-|1
-rium|1
cysto-|1
lopho-|1
tropho-|1
-urgy|1
salut|1
quer|3
rest|2
partheno-|1
bath|1
ju|1
strophe|1
voy|1
merc|2
adip|1
angust|1
glyc|1
physi|1
scap|1
duct|3
lus|2
fa|1
leon|1
por|1
thyro-|1
sit|2
cari|1
galact|1
-ling|4
vestig|2
bili-|1
mat|2
cl|1
nomin|1
-escent|2
dicho-|1
caps|1
pusill|1
ob-|6
geo-|1
-zoon|1
-ysm|1
-ile|5
op-|2
suc-|3
treat|3
giga-|1
glacio-|1
ovario-|1
phyl|1
-arity|1
divid|3
-delic|1
mag|1
-ously|1
rans-|1
ciph|1
-nasty|1
langu|2
tim|2
encephalo-|1
cure|1
-es|1
som|1
spons|1
crea|1
sie|1
torm|1
branchio-|1
remn|1
grav|2
monstrat|1
alacr|1
dou|1
bell|2
ge|1
plex|4
pn|1
ben|1
bosc|1
human|2
sembl|3
teleo-|1
hemi-|3
hyalo-|1
geo|1
initi|1
nitro|1
petri|1
slout|1
fut|3
pos|4
basidio-|1
-cene|1
-soever|1
unnil-|1
ambl|1
biblio|1
verb|3
-melia|1
pycno-|1
mir|1
obliv|2
pin|1
-tomy|2
throne|1
bas|3
mon|3
pinni-|1
-ways|2
forc|2
limin|3
text|2
-algia|2
-x|1
cathol|1
guer|1
nutrit|1
pulchr|1
trich-|1
acerb|2
pract|2
oligo-|1
therm|1
peta-|1
driv|1
thriv|1
micro-|4
sist|3
cyto-|1
peac|1
phall|1
hospit|3
Judaeo-|1
fra|1
-ose|5
ophio-|1
-phobe|1
arch-|3
mand|3
-o-|2
glyco-|1
hind-|1
-lent|2
-ial|2
-ot|1
fortu|1
loung|1
veri|1
secr|2
sent|4
-aceous|3
flavo-|1
thet|1
invid|1
arthro-|1
-phyll|1
rhyncho-|1
lot|1
later|2
melano-|1
flau|1
oculo|1
skir|1
stit|1
centr|3
nounc|3
att|2
coc|2
-ize|4
thalamo-|1
alex|1
gynaeco|1
urgy|1
id|1
noc|3
pharyngo-|1
pisci-|1
cranio|1
ghbour|1
tongu|1
lieu|1
roentgeno-|1
deris|1
surrect|2
-ern|3
ideo-|1
oculo-|1
gni|1
la|1
pregn|2
seti-|1
odi|1
-fid|1
palato-|1
cleav|1
marc|1
dress|2
rat|3
-aholic|1
force|1
-long|1
sclero|1
stab|1
pod|3
pold|1
antero-|1
altru|1
far|1
cent|5
clair|3
-technics|1
arithm|1
para-|7
vacu|2
atr|1
lem|1
stann|1
cryph|1
-less|4
pan-|4
aceto-|1
agogue|1
phren|1
wiz|1
fect|2
anch|1
aug|1
spers|2
Euro-|1
-lith|1
fila|1
merg|3
-onym|1
leuk|1
chromo-|1
moc|1
spermat|1
aniso-|1
homeo-|1
-ploitation|1
synchro-|1
barbar|1
bibl-|1
hier-|1
rid|3
-ferous|1
pedo-|1
-th|4
mercapto-|1
net|1
sext-|1
sum|3
loft|1
-wich|1
firm|3
immuno-|1
lup|1
mort|3
nud|1
spong|1
sw|1
-cardium|1
neur|3
potent|2
ergo-|1
natro-|1
i-|1
dendr|1
theo|1
ethoxy-|1
hexa-|3
lepido-|1
chromat|1
lau|1
peas|1
ig-|2
-colous|1
lecitho-|1
pathy|2
dos|2
pig|1
loc|3
ram|1
-ane|4
hepat-|1
scoi|1
-enne|3
mini-|2
-ular|2
chame|1
olig|1
ston|1
uter|1
bi-|4
-s|4
tempor|2
cyano-|1
-glot|1
-ician|2
carstin|1
tuit|1
clim|2
exempl|1
sed|3
spir|2
prin|2
paed|1
ev|2
posit|2
secut|3
spous|2
prop-|1
swall|1
sen|2
hur|1
pont|1
marg|2
latitud|1
blo|1
phag|1
dox|2
areo-|1
methoxy-|1
fath|1
dol|2
typ|3
vener|1
eury-|1
-ont|1
glob|2
ano|1
orches|1
here|1
hypn|1
-nce|1
void|3
clado-|1
gyro-|1
nepho-|2
platy-|1
coun-|1
muc|1
-itic|2
twi-|2
carp|1
righ|1
-ed|4
pseud-|2
cupro-|1
tarso-|1
arthro|1
gra|1
gyro|1
vaso|1
ampl|2
lic|2
tour|3
-anthropy|1
lyr|1
scor|1
dys-|3
femoro-|1
kerato-|1
lay|1
mendic|1
nounce|1
xyl|1
visc|2
demi-|3
franken-|1
-ol|1
nano|1
chast|2
equi-|2
feat|2
hiero-|1
kilo-|3
fice|1
letter|1
vect|2
nemato-|1
sangui-|1
viol|2
cin|1
ite|1
port|4
bel|1
moment|1
temper|3
fasc|1
chef|1
bac|1
sanct|2
egyr|1
filt|1
fluct|1
gard|1
mes|1
tres-|1
rupt|3
tin|3
bronch|1
ori|2
bili|1
phat|1
lict|2
govern|1
leag|2
copro-|1
tympano-|1
fert|1
fide|1
pisc|1
xipho|1
spermato-|1
-trichous|1
puer|1
tacho|1
clino-|1
sept|1
wors|1
endo-|3
mov|3
nitro-|1
combus|1
sourc|1
Indo-|1
-megaly|1
cise|1
porc|1
scut|1
delt|1
pneum|1
arbitr|2
vot|2
malaco-|1
ceram|1
-t|1
misc|3
astro-|1
-chrome|1
thoraco-|1
cheir|1
flav|1
rachi|1
rom|1
-ist|5
pyo-|1
-fier|2
facil|1
pen-|3
sort|2
uretero-|1
strik|1
eu-|4
magnet|1
hypo-|4
presby-|1
member|1
mer|1
nugator|1
spr|1
poly-|4
prob|2
ovi-|1
cend|1
-elle|1
sur|2
fea|1
hosp|1
-ister|1
pisci|1
verd|2
carbo-|1
narco-|1
coron|1
iatro-|1
pterygo-|1
saccharo-|1
-saur|1
ferro|1
pad|1
phob|1
quad|1
rapt|1
digiti-|1
-phyceae|1
popul|2
clys|1
oct-|1
-carp|1
iodo-|1
xero-|1
dict|3
gel|1
mill-|1
glom|1
miser|2
qual|3
lapi|1
boro-|1
chole-|1
mechano-|1
octo-|2
sex-|2
conch|1
tors|1
col-|3
veng|2
volum|1
-phyte|2
circu-|1
lep|1
vast|2
gno|2
oxic|1
cognis|1
-sman|1
caud|2
myringo-|1
ethn|1
fen|1
lif|1
mero-|1
mari|1
-ade|5
is-|1
quar|1
al|2
icos-|1
schol|1
co-|3
ample|1
mar|1
retic|1
rank|1
dent|1
maun|1
po|1
su-|1
sign|3
-fied|1
giv|1
vermi|1
pyro-|1
tele-|2
flot|1
sud|1
demon|1
ordain|1
eco|2
avar|1
grop|1
