duc|3
verg|2
damn|2
-ality|2
pleas|1
ecto-|2
march|1
erebr|1
-ior|4
plumb|1
fibro-|1
honor|1
ceal|1
iqu|2
dig|1
haws|1
secu|1
ump|1
qu|1
dorsi-|1
gen|4
limno-|1
sting|2
-eal|1
bio|2
quaint|3
uber-|1
mac|1
megal|1
-form|2
medio-|1
hol|1
sy-|1
urethro-|1
ploy|2
uni-|4
salpingo-|1
simsem|1
char|2
rage|1
cup|3
paedo-|1
doct|2
cli|2
archae|1
cest|1
murd|1
sif|1
simul|3
vinc|3
fec|2
duo-|2
-mancy|1
ov|1
pudi|1
herit|2
gist|1
cat-|1
junct|2
pon|3
-cade|2
chondr|1
scope|1
neo-|4
maxillo-|1
sebo-|1
sulf|1
vita|1
Brit-|1
marin|1
ocul|1
thermo|1
gynaeco-|1
ptyalo-|1
-tron|2
flec|1
right|1
conn|1
-oma|2
satis|2
cause|1
lyst|1
scul|1
lin|2
plaud|3
tact|3
miso-|2
-it|2
-iatry|1
plut|1
rhod-|1
fer|4
flagell|1
fung|1
ferro-|1
col|1
-amin|1
divin|1
liev|1
dif-|3
vulvo-|1
extrem|1
-flop|1
vermi-|1
charg|1
truct|1
prud|1
-taxis|1
-el|2
par-|1
spect|3
polio-|1
esse|1
-ivity|2
phage|1
ante-|4
fund|4
-enchyma|1
gravi-|1
pain|1
fost|1
-age|7
seren|1
-sol|1
harmon|1
enigm|1
equi|1
rous|1
ornitho-|1
oce|1
bry|1
wak|1
-oic|1
phallo-|1
supra-|3
brut|1
dam|1
dulg|1
furt|1
trad|1
-istic|3
suf-|3
mixt|1
gred|2
-proof|2
dr|1
ubiqu|1
-arian|3
tent|5
sapro-|1
acu|1
mnem|1
cult|3
fav|2
mel|3
pilo-|1
incip|1
lib|1
famil|1
dolicho-|1
cylind|1
pinn|1
prox|1
sav|2
em|1
chryso-|1
uti|2
fungi-|1
for|2
-ain|2
copul|1
lumin|2
sump|1
exper|1
nerv|3
thallo-|1
stip|1
chart|2
prec|2
-uria|1
gurg|1
hid|1
silv|1
cumb|2
mit|3
put|3
ally|1
-lock|1
squ|1
eo-|2
geronto-|1
-onychia|1
dento|1
etr|1
serr|1
cours|2
-ient|1
pyr|1
clin|3
scrut|2
jud|2
turbul|1
lief|1
stif|1
eg|2
galvano-|1
arter|1
all-|1
cal|3
matr|3
scypho-|1
tourn|2
vorc|1
centri|1
fug|2
haemo-|1
phono-|1
Serbo-|1
-ster|3
jus|2
merse|1
-lagnia|1
magneto-|1
thaumato-|1
eig|1
obes|1
clam|3
-idae|2
-icular|1
-bacter|1
coelo-|1
crux|1
saint|1
spri|1
pun|3
per|1
mon-|1
inter-|4
Franco-|1
nomo-|1
ulno-|1
helic|2
torn|2
auri-|1
fu|1
seric|1
long|2
cheli-|1
gol|1
live|1
nic|2
string|3
loqu|3
nuc|1
fet|2
-ible|3
-eth|2
-ic|7
-osis|3
-im|1
-monas|1
cinemat|1
ivor|1
sphygm|1
gonio-|1
visco-|1
botan|1
oneir|1
pha|1
tui|1
ten|3
obsolet|1
auto|1
quinqu-|1
scien|1
scind|1
-mania|1
-monger|2
under-|5
cerebr|1
cracy|1
uran|1
pet|3
steno|1
cand|2
view|1
-ae|2
-naut|1
agap|1
atmo|1
linq|1
psych|1
vaga|1
eka-|1
pharmac|1
preda|1
sarc|1
fact|2
adipo-|1
desmo-|1
-fuge|1
-pathy|1
zo|2
fuge|1
sus-|3
ball|2
gastr|1
mess|1
cresc|3
-ice|5
-ution|1
odor|1
quot|1
vol|4
-metropia|1
fess|2
jour|1
tam|1
flam|3
them|1
nycto-|1
anthrac|1
gnant|1
mous|1
ortho|1
cas|3
-orium|3
ops|2
-ally|1
solut|3
vap|2
jew|1
auxili|1
dext|1
fian|1
-latry|1
-manship|1
camp|2
ventr|1
-able|4
morph|2
phil|2
sci|3
-ce|1
fes|1
gnath|1
negr|1
putat|1
lion|1
libr|1
streng|1
itiner|1
hoars|1
hug|1
volu|1
palin-|1
quadri-|3
vaso-|1
gastro|1
sor|1
trideca-|1
vulse|1
semin|2
amphi-|3
advant|2
es-|1
plum|1
veloc|1
spic|3
tom|2
audio-|1
-yl|2
chem|2
mastic|1
cept|3
tribut|3
calc|1
tire|1
dy-|1
juris|1
nurt|1
pret|1
caust|2
pro-|8
phago-|1
cupr|1
dil-|1
hagi|1
flect|2
vari|2
dynamo-|1
auth-|1
lug|1
sopr-|1
trib|1
Malayo-|1
oleo-|1
词根词缀|1
cuse|1
acr|2
cogn|3
par|7
juven|2
suav|2
-pod|1
fros|1
frag|2
staphylo-|1
chlor|1
stall|1
plat|2
sibil|2
anx|1
vacc|1
chil|1
etym|1
pedo|1
pu|1
art|3
prehens|2
termin|3
normo-|1
-e|1
fid|3
vibr|2
bid|1
photo|1
septim-|1
nupti|1
acet|1
libert|1
-onic|1
fruit|1
thalasso-|1
phys|2
dama|1
ceiv|3
oc-|2
asin|1
cut|1
dex|1
cyn|2
oneiro-|1
sono-|1
-sphere|1
jok|1
ophthalm-|1
tum|2
glut-|1
pleuro-|1
feas|2
trunc|1
main|2
domit|1
di|3
hes|2
biblio-|1
cirro-|1
mob|2
lass|1
muscl|1
shap|1
out-|4
ole|1
ign|2
magni-|1
gnos|1
nur|1
varic|1
xen|1
culp|2
erg|3
homo-|5
vindic|1
-in|2
philo-|1
pyelo-|1
loco|1
pian|1
rend|1
prim|4
schem|1
sphingo-|1
titano-|2
sexi-|2
hav|1
trict|1
-ous|5
plor|3
dep|1
dg|1
sect|3
-ward|4
gl|1
pros-|1
ant-|2
rheo-|1
hered|1
jov|1
expect|1
klept|1
melior|2
seem|1
heli-|2
pseudo-|3
numisma|1
oste-|1
sp|1
ferv|2
fronto-|1
phyllo-|2
voke|1
vas|2
-gate|1
annu|1
monit|1
arc|2
orb|3
delect|1
hyp-|1
opto|1
self-|1
cognit|1
dain|1
nam|1
silic|1
dyn|2
-wide|1
choic|1
nost|1
wil|1
pel|2
-work|1
brig|1
cras|1
erc|1
war|1
fatig|2
mancer|1
mont|1
-fy|4
nec|2
ovari|1
supre-|1
tr|1
trac|1
abs-|3
-ulent|2
nucleo-|1
claus|2
lamin|1
sorpt|1
ard|1
quit|2
hydroxy-|1
-ula|1
barg|1
bli|1
deuter|1
ornith|1
sanc|1
bacteri|1
cysto|1
graz|1
stigm|1
hyper-|4
-cy|3
echino-|1
plode|1
-y|9
tacho-|1
sept-|2
pair|2
bris|1
frai|1
vascul|1
-ina|2
bir|1
gnost|1
Graeco-|1
bulg|1
templ|1
typh|1
stitut|2
crani|1
quip|1
terr|4
brachy|1
ert|1
circ|3
-cle|2
pelvi-|1
olesc|2
comit|1
be-|6
curr|2
-id|5
-myces|1
-up|1
-rix|1
salub|1
ad-|5
tectono-|1
culmin|1
iden|1
mo|1
viti|1
publ|3
-odynia|1
caus|2
-sis|1
offic|1
alesc|2
cost|2
aesth|1
capill|1
fast|1
-apsis|1
ost|1
pheno-|1
tinu|1
-ado|3
ept|1
cutl|1
lapid|1
narco|1
-ia|6
-ably|2
corusc|1
pati|1
vade|1
divis|3
ly|2
-machy|1
cau|1
de|1
hab|2
avi-|1
thio-|1
intim|1
leis|1
ses|1
front|3
volv|3
laryngo-|1
altern|2
arche-|1
byss|1
-ility|1
med-|1
cens|2
god|1
saul|1
allo-|1
milit|2
chap|1
cumul|1
-ance|4
stor|2
gross|1
necro|1
thesis|1
logo-|1
croach|1
pand|2
erem|1
nucle|1
Ibero-|1
-aneous|2
fulm|1
myel|1
apt|3
veter|2
feto-|1
harm|1
sui|1
-alia|1
crypt-|1
-al|7
-oon|3
pi|2
-cracy|1
cyber-|1
-stomy|1
migra|1
fuse|1
exa-|1
histor|1
barb|1
lu|1
com|1
acido-|1
agro|1
get|1
pleo|1
tox|1
xantho|1
dit|3
prior|1
still|2
acantho-|1
rhabdo-|1
taeni-|1
chief|1
pri|2
blas|1
flex|1
techno|1
anthrop|2
flor|2
fecund|1
-istical|1
poul|1
vivi-|1
fluctu|1
hemer|1
-ancy|2
top|2
portat|1
stomat|1
uni|1
ero|1
law|1
valv|1
via|2
acer|1
ul|1
domin|3
clud|3
-iac|2
utero-|1
opi|2
fluv|1
pragm|1
maxim|1
oti|1
torr|2
amido-|1
auc|1
grad|3
lamino-|1
hors|1
-pexy|1
bouch|1
extra-|4
volat|1
-coccus|1
fort-|1
leas|1
plos|1
pir|3
domat|1
beac|1
cori|2
steato-|1
-word|1
max|2
-lithic|1
bine|1
-one|2
ax|1
nes|1
plet|3
sin|1
cerebro-|1
tropo-|1
siev|1
vituper|1
mega|1
nai|1
stup|2
-us|1
clear|1
gravat|1
stimul|1
balc|1
fab|2
laevo-|1
liver|1
pare|1
sk|1
-endo|1
-ive|4
trud|2
dum|1
paus|1
voic|1
maxi-|1
xeno-|1
don|3
equ|3
scen|3
onto|1
sylv|1
fructi-|1
-lepsis|1
glu|1
hapto-|1
jejuno-|1
org|2
cirro|1
spit|1
cra|1
litig|1
lyse|1
icon|2
apres-|1
-logue|1
now|1
cheilo-|1
gn|2
fare|2
dub|1
plete|1
-chroic|1
burl|1
vaccin|1
aster|3
tenu|2
hymeno-|1
strepto-|1
ris|2
orot|1
ovo|1
labor|2
narrat|1
clois|2
sec|3
ur|1
crastin|1
phlegma|1
tabul|1
xer|1
ostrac|1
fore-|3
aper|1
genit|1
nin|1
who|1
du-|2
hemo|1
rog|2
-centric|1
haut|1
rec|1
decem-|2
gamo-|1
bal|2
br|1
lum|1
costo-|1
acri|1
pers|1
pul|1
pneuma|1
-cephalic|1
chiro-|1
punct|2
uro-|2
dramat|1
archaeo-|1
arbit|1
brief|1
cale|1
cerpt|1
-ent|5
-core|1
proto-|3
spectro-|1
sporo-|1
bound|1
-igo|1
subter-|1
-ify|2
pharmaco-|1
kn|1
scal|1
hind|1
patr|2
-florous|1
-rrhoea|1
tephro-|1
crease|1
haem|1
pois|1
rop|1
rap|2
kypho-|1
omphalo-|1
xantho-|1
der|1
verm|1
fac|4
-stasis|1
contr|1
isl|1
zinco|1
auxo-|1
-metric|1
fulmin|1
gru|1
labi|1
lg|1
chorio-|1
-phyre|1
faul|1
malle|1
crimin|3
-grade|1
metho-|1
bio-|1
medico-|1
platino-|1
ali|2
sil|1
vil|2
tono-|1
-tude|2
vocat|1
spiro-|2
-ace|1
-ence|3
-fera|1
rang|2
ino-|1
-plasty|1
Sino-|1
poen|1
auri|1
fabul|1
-eer|4
hibit|3
contro-|1
ideo|1
ciner|1
turb|3
odonto-|1
jure|1
medit|1
si|1
ang|2
but|2
Romano-|1
citat|1
passi|1
ami|2
cus|2
irido-|1
nephro-|1
-otic|2
nurs|1
pne|1
spon|1
strif|1
cephal|2
calli|1
cervico-|1
deoxy-|1
-dendron|1
meg|1
vill|1
-cul|1
therap|1
sever|2
fluoro-|1
-therium|1
lag|1
-pnea|1
articul|2
gubern|3
viscer|2
-ides|1
-s'|1
dogm|1
rag|1
quant|3
ostens|1
scur|1
stov|1
-chronic|1
pancreato-|1
matur|2
glo|1
heter-|1
-monious|1
agro-|1
-worthy|1
polis|2
-arian,|1
fibr|1
hara|1
-tion|1
-thelium|1
-topia|1
bot|2
bucco-|1
-trope|1
ars|1
lapse|1
phe|1
prehend|3
ileo-|1
-rel|1
friger|2
accoutr|1
after-|1
sam|1
vest|2
vouch|1
carboxy-|1
glaci|1
axim|1
iatr|1
necr|1
urs|1
en-|6
ment|3
-zoic|1
cab|1
spin|1
launc|1
dign|2
-logy|2
-iatric|1
oo-|1
oro-|2
tect|2
tor|2
larg|1
pleth|1
saur|1
cit|4
pend|2
phyt|2
strat|2
crim|2
marit|1
cist|1
-d|1
ret|1
-acity|3
-mer|1
ank|1
nar|1
phot|1
infra-|2
laparo-|1
vago-|1
gnor|1
for-|1
brevi|1
fenc|1
gal|1
mast|1
rur|1
sangui|1
fest|2
mur|3
fascin|1
terra|1
wha|1
pert|1
archi-|1
-emia|1
ferr|1
fresc|1
pulver|1
alter|3
bl|1
eleg|1
medic|1
troph|2
-opsis|1
dan|1
meio-|1
varico-|1
nui|1
phyll|1
slo|1
phospho-|1
my|1
phem|3
van|4
algo-|1
-atic|3
ethno-|1
andr-|1
misce|1
Afro-|1
by-|3
pow|2
jeal|1
colo-|1
fat|3
pac|2
us|3
schisto-|1
viron|1
ident|2
logue|1
add|3
-inae|1
ound|1
-ar|5
macul|1
stant|2
Austro-|2
-pedia|1
pear|2
alb-|1
ora|1
trou|1
gyn|2
camera|1
cuss|2
vers|3
-clinic|1
-mony|2
acm|1
blem|1
cranio-|1
cosmet|1
lubric|1
slav|1
draw|2
audit |1
-erel|1
morb|1
plu|1
chiev|2
croc|1
but-|1
-most|3
penal|1
-escency|1
laund|1
mnemon|1
ranc|1
dromo-|1
antho-|1
vivi|1
spasmo-|1
electr|2
-cide|2
cred|2
amoeb|1
hos|1
-ially|1
jec|2
aur|1
mamm|2
ble|1
feath|1
ridi|1
oophoro-|1
step-|3
wav|1
dubi|2
util|2
arg|1
geni|1
-ibility|2
drif|1
visuo|1
vul|1
dur|2
septi-|3
fem|1
-osity|3
act|3
cata-|4
ec|1
plen|3
ratio|2
arterio|1
cad|3
cid|3
pit|3
elasto-|1
ghast|1
tachy|1
-fashion|1
-trix|2
cros|1
duce|1
-sh|1
Hiberno-|1
cern|3
nobl|1
stylo-|2
pollut|1
cir|1
elast|1
novem-|1
salv|1
virt|2
halo-|1
sta|1
tru|1
pung|2
stru|2
-sepalous|1
-stress|1
blea|1
tempo|1
turm|1
-ul-|2
vent|3
dactyl|1
var|3
lyso-|1
siphono-|1
thymo-|1
acou|1
aqua|1
rever|1
-clase|1
quil|1
deb|2
scato-|1
colis|1
reti|1
ap-|3
omin|2
orchido-|1
-sterol|1
fal|1
meri|1
cliv|3
cis-|1
gono-|1
hedon|1
joll|1
mem|1
sinic|1
fam|3
techno-|1
plasmo-|1
fram|1
mids-|1
ornitho|1
petro|1
snak|1
sue|1
cover|3
-head|1
-poiesis|1
sclero-|1
master|1
dupl|1
splen|1
-cule|2
-fest|1
fon|1
fan|3
duodeci-|1
ento-|2
phyto-|1
solid|1
anti-|4
mass|1
botryo-|1
broncho-|1
-grapher|1
vance|1
li|3
-lalia|1
pedi-|1
agor|1
exter-|1
fain|1
linqu|1
vale|1
palp|2
pil|2
soph|3
-morpha|1
tre|1
multi-|4
portion|2
cocci-|1
myco-|1
-valent|1
meas|2
bronch-|1
esoter|1
surge|1
gress|3
-ean|2
corpor|1
-oidal|1
prote-|1
stand|1
wit|1
lav|2
-thymia|1
nav|2
-lency|1
scis|1
soc|1
ucor|1
sero-|1
-ment|5
trit|2
oeno-|1
toler|1
math|1
titul|1
-um|2
-ista|1
hem|1
rhy|1
tind|1
giganto-|1
-kinin|1
spa|1
clus|3
sacchar|2
lamell|1
ec-|2
sol|7
arom|1
dibil|1
geronto|1
vail|1
se-|4
toxic|1
cine|1
coloss|1
lacer|1
minis|1
treas-|1
flagr|3
-ful|5
-parous|1
aeri|1
dermat|1
lear|1
err|2
lid|2
bryo-|1
-free|1
cil|1
franc|1
gynec|1
lite|1
-sion|1
im-|5
-opsia|1
hist-|1
ploit|1
cart|1
or|2
sess|2
esti|1
lust|1
dermato-|1
-mo|1
blasto|1
gamos|1
trude|1
burs|2
dextro-|1
-fic|3
prosopo-|1
opt|3
ven|4
-nap|1
seric-|1
psycho|1
radi|1
au|1
limit|2
-ino|1
nul|1
stal|1
vouc|1
seleno-|2
delir|1
patro|1
sanat|1
supr|1
-ole|2
pero-|1
-scope|1
discip|1
ago|1
-idity|1
ton|3
vig|2
broch|1
phu|1
arbor|2
crit|3
oc|1
photo-|1
iod|1
-ule|3
-ville|1
veg|2
chis|1
range|1
cosm|3
demono-|1
hetero-|4
omni-|4
tun|2
bran|1
mechan|1
lyo-|1
-phane|1
-herd|1
lega|1
ser|1
sys-|1
tra-|1
decim|2
-le|4
hap|1
trench|1
ann|3
anemo-|1
neg|2
academ|1
electro|1
glot|1
lact|1
cum|1
lev|2
vuls|2
speci|2
frequent|2
flori-|1
-lecithal|1
tachy-|1
chri|1
mammo|1
mund|1
tera|1
pur-|3
psilo-|1
ventriculo-|1
mom|1
zoo|1
-ation|5
-end|2
-or|6
dra|1
-flation|1
ilio-|1
sito-|1
fluc|1
moll|2
nebul|1
philo|1
pneumon|1
sap|2
basi-|1
soldier|1
-ept|1
fratern|1
ichno|1
-icle|1
telo|1
organ|2
aldo-|1
cyno-|1
-eroo|1
-gamy|1
ash|1
masc|1
ig|3
baro-|1
granulo-|1
diplo|1
neutr|1
stag|1
vok|2
mid-|2
xipho-|1
ban|2
phanero-|1
abl|1
bord|1
chalco-|1
vagino-|1
ifice|1
-acy|3
mis|2
proxim|3
glor|1
politico-|1
brach|1
oscill|1
rol|1
beat|1
cen|1
merch|1
stren|1
press|3
spec|4
klepto-|1
-speak|1
carb|2
ping|1
sence|1
fall|2
oner|2
-o|3
picro-|1
myth|1
arteri|1
antiqu|1
ingenu|1
prais|2
cili|1
pil-|1
-aemia|1
hypno-|1
copr|1
opistho-|1
des-|1
salu|1
tard|1
auto-|4
volut|2
argento-|1
-iginous|1
jun|1
uber|1
vag|2
-chaete|1
phaco-|1
crav|1
stinct|2
shad|1
lacto-|1
plumbo-|1
pneumo-|1
urano-|2
-esia|1
loy|1
ped|4
gymn|2
dole|1
stirain|1
grano-|1
-oid|2
crip|1
lucr|1
succ|1
estim|2
femin|1
-ies|1
scribe|1
wel-|1
gingivo-|1
-lepsy|2
bov|1
choos|1
vind|1
ir|1
numer|2
mind|2
astro|1
-cele|2
mus|2
umbr|2
glio-|1
cipit|1
hut|1
plani|1
tac|2
claim|2
chtys|1
aud|3
stat|3
noso-|1
mim|2
-man|2
reni-|1
toco-|1
-yer|1
nasc|3
electro-|1
-iest|1
pali|1
tain|3
lyt|1
purs|1
spongio-|1
leuc|1
prov|1
sculp|1
ag|3
grapho-|1
zoo-|1
orph|1
pel-|1
tur|1
brev|3
trus|2
cosmo-|1
-gen|1
gar|1
raz|1
reticul|1
zym|1
su|2
-uous|3
dodeca-|2
intra-|3
bib|1
camer|1
codi|1
dipl|1
-ison|1
fil|1
-phobia|1
vagr|1
-ing|9
helio-|1
cathar|1
dei|1
heur|1
fit|2
-globin|1
-malacia|1
du|1
meso|1
canon|1
plant|3
urb|3
telluro-|1
viginti-|1
ald|1
rus|2
zeal|1
rot|2
-ique|1
nigr|1
belli|1
blast|1
bre|1
thun|1
wal|1
web|1
-pithecus|1
scape|1
cort|1
congru|1
-some|6
veno-|1
gre|1
med|1
wip|1
script|3
spy|1
cor|2
nois|1
plast|1
magn|3
mol|2
onym|2
-phile|1
ology|1
latero-|1
proteo-|1
spe|1
gnatho-|1
-centesis|1
phyco-|1
-praxia|1
enn|3
ortho-|2
fir|1
neuro-|1
adv|1
cirl|1
tub|1
narc|2
-angium|1
-sophy|1
-tide|1
tag|2
isthm|1
socio|1
stige|1
ana-|4
pric|2
digit|1
judg|1
gran|2
prompt|1
leuco-|1
strain|2
deterior|1
-ere|1
nei|1
-ales|1
forg|1
hyster-|1
leav|1
commun|2
plagio-|1
noct|1
sten|1
-tropy|1
-woman|1
propri|1
-tastic|1
alit|2
bary|1
part|3
vel|2
viro-|1
oper|2
torp|2
opl|1
dot|2
Turco-|1
braz|1
rabor|1
scintill|1
tol|2
mytho-|1
syringo-|1
parson|1
portun|1
fatu|2
calli-|1
lys|2
mini|1
-something|1
brady|1
jug|2
pound|3
orig|2
heptadeca-|1
phen|1
qui|1
shel|1
-way|1
-meister|1
sialo-|1
eso-|1
postul|1
ministr|1
alb|1
state|1
sum-|1
steno-|1
corrig|1
hein|1
mune|1
set|1
abil|1
be|1
plore|1
-scopy|1
cruc|3
effic|1
postulat|1
raw|1
aesthet|2
onco-|1
chemo|1
lis|1
-ion|5
levi|1
stell|1
sulpho-|1
do-|1
gyr|1
naiv|1
custod|1
halit|1
plan|1
rhin|1
sat|3
-etic|3
sphygmo-|1
dow|2
sel|1
-itor|2
cyto|1
vali|1
venge|1
quinque-|1
recto-|1
-escence|1
-et|5
vice-|3
plaint|3
simil|3
ophthalmo-|1
paint|1
metallo-|1
hipp|1
stil|1
thrif|1
-acal|1
blanc|1
drom|1
fratr|1
pleg|1
tal|1
rod|2
temp|1
stercor-|1
blu|1
fev|1
pess|1
ware|1
alumino-|1
hendeca-|2
-ability|2
veh|2
capr|1
plaus|2
sult|2
-urnal|1
lati|1
latr|1
-phagia|1
augur|1
element|1
od|3
plag|1
puls|2
centri-|1
cop|1
schis|1
gram|3
myri|1
commod|3
-rrhagia|1
card|2
mezz|1
de-|6
ethno|1
cancer|1
ecu|1
bridg|1
cath|1
chara|1
sider|2
sim|2
writ|1
-tropism|1
agi|1
matern|1
hier|1
sequ|3
-san|1
phan|3
voc|2
gymno-|1
nak|1
-ennium|1
ultima|1
-er|9
-gram|1
terest|1
tw|1
usu|1
-wright|1
apico-|1
benzo-|1
litho-|1
axi|1
coup|2
pot|3
-tene|1
late|1
lov|1
phy|1
plent|1
sulph|1
tea|1
ab-|5
barr|2
hernio-|1
spondylo-|1
nox|2
lanc|1
phor|2
amor|2
fas|1
garr|1
-atory|4
extro-|2
aval|1
pute|1
strept|1
cry|2
duodeno-|1
dont|1
-ification|1
tens|3
teno-|1
honest|1
-ee|3
gastro-|1
hidro-|1
papulo-|1
ray|1
atroc|1
stry|1
suas|1
bene-|4
-ock|2
tetra-|3
-astic|1
indi-|1
bull|1
-ergic|1
-cel|1
fum|1
-coel|1
exo-|4
serf|2
ceive|1
gath|1
tract|3
Scoto-|1
amble|1
bev|1
dips|1
-sonde|1
nunc|3
aero-|1
class|1
-ator|2
am-|1
badin|1
chok|1
crud|1
striv|1
chol|2
-eous|3
greg|2
tric|2
-bot|1
tetr-|1
rotund|1
-sect|1
flour|1
lak|1
-pnoea|1
angul|1
lac|1
tang|3
stetho|1
-uble|1
cyclo-|1
Finno-|1
nano-|1
theo-|1
shar|1
av|2
point|2
tax|2
-arious|2
Slavo-|1
bed|1
hyl-|1
vit|4
ceed|3
gree|2
-ast|3
-drome|1
nuci-|1
caten|1
dec|1
extern-|1
poten|1
-ization|2
laud|1
disco-|1
light|1
anct|1
audi|1
carcer|1
custom|1
-geusia|1
cardi|1
crsc|1
didact|2
test|2
sauro-|1
tibio-|1
habit|2
oro|1
morpho-|1
mor|4
axo-|1
-derm|1
myxo-|1
-phasia|1
archeo|1
enter-|1
-atile|1
azo-|1
hale|1
thr|1
ces|1
cide|1
-metry|1
metry|1
dom|3
vor|2
bapt|1
septem-|1
spor|2
estiv|1
scue|1
-ine|8
brachy-|1
-rrhaphy|1
-ad|3
-ise|5
helico-|1
avi|1
hund|1
stan|1
lat|4
carcino-|1
-sperm|1
-teria|1
-air|1
drome|1
intr|1
rab|1
ves|1
cert|4
em-|4
amino-|1
lamelli-|1
physio-|1
obsolesc|1
naiss|2
cer|1
culc|1
fel|1
queu|1
quint-|1
ced|4
dens|2
vi|3
hypso-|2
-ome|1
-erly|1
zon|1
hal|1
suad|2
dendro-|1
deutero-|1
nomi|1
cip|4
lof|1
hepta-|3
hystero-|1
manu|2
sarco|1
germ|2
idio-|2
imag|3
amylo-|1
-blast|1
somni-|2
-arium|4
talo-|1
ques|1
carn|3
-ative|3
carpo|1
aut|1
pub|1
gloss|2
hex|1
xiph|1
-ary|7
-itive|3
hedr|1
hyet-|1
foc|2
physico-|1
gamb|1
logy|1
clav|2
cond|2
amnio-|1
-stome|1
vicis|1
gorg|3
not|3
ech|1
gla|1
im|1
circum-|4
-ious|3
-ati|1
nulli-|1
thanato-|1
entom|1
nephr-|1
proach|3
re-|6
cancr|1
galacto-|1
leio-|1
nigro-|1
yester-|1
peri|2
ut|2
suade|1
lympho-|1
arct|1
cell|1
ennea-|2
garn|1
groc|1
latry|1
nown|1
rrhag|1
-aster|2
chal|1
melan|1
affect|1
wast|2
palaeo-|1
tech|1
tig|2
peer|1
adelph|1
chann|1
-icity|1
deca-|3
plain|2
lim|2

work|1
to|1
arti-|1
prent|1
new|1
stroke|1
stroll|1

go*|1